Player ID,First Name,Last Name,Position,Cost,Team,Total points,Goals scored,Assists,Clean sheets,Points per game rank,Value form,Value season,ICT Index,Expected goals,Expected assists,Expected goal involvements,Influence rank,Form rank,Player form,In dream team,News,Chance of playing next round,Points per game,ICT Index rank,Expected goals per 90,Expected assists per 90,Strength overall home,Strength overall away,team,team_code,PlayerID,Gameweek 8,Gameweek 9,Gameweek 10,Gameweek 11,Gameweek 12,Gameweek 13,Gameweek 14,Gameweek 15,Gameweek 16,Gameweek 17,Gameweek 18,Gameweek 19,Gameweek 20,Gameweek 21,Gameweek 22,Gameweek 23,Gameweek 24,Gameweek 25,Gameweek 26,Gameweek 27,Gameweek 28,Gameweek 29,Gameweek 30,Gameweek 31,Gameweek 32,Gameweek 33,Gameweek 34,Gameweek 35,Gameweek 36,Gameweek 37,Gameweek 38,Difficulty_score,Fixture Difficulty Index,full_name
436,Murillo,Santiago Costa dos Santos,DEF,45,Nott'm Forest,21,0,0,2,119,0.3,4.7,21.3,0.06,0.28,0.34,65,199,1.3,False,,,3.0,141,0.01,0.04,1130,1100,16,17,436,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.093,Murillo Santiago Costa dos Santos
437,Neco,Williams,DEF,45,Nott'm Forest,11,0,0,1,250,0.1,2.4,19.0,0.59,0.18,0.77,193,316,0.3,False,,,1.6,158,0.16,0.05,1130,1100,16,17,437,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.021,Neco Williams
438,Omar,Richards,DEF,45,Nott'm Forest,0,0,0,0,549,0.0,0.0,0.0,0.00,0.00,0.00,541,507,0.0,False,Loaned to Rio Ave,0.0,0.0,545,0.0,0.0,1130,1100,16,17,438,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.0,Omar Richards
439,Lewis,O'Brien,MID,50,Nott'm Forest,0,0,0,0,634,0.0,0.0,0.0,0.00,0.00,0.00,630,618,0.0,False,On loan to Los Angeles Football Club for the rest of the season,0.0,0.0,633,0.0,0.0,1130,1100,16,17,439,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.0,Lewis O'Brien
440,Andrew,Omobamidele,DEF,43,Nott'm Forest,0,0,0,0,513,0.0,0.0,0.0,0.00,0.00,0.00,505,454,0.0,False,,,0.0,509,0.0,0.0,1130,1100,16,17,440,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.0,Andrew Omobamidele
441,Jonathan,Panzo,DEF,40,Nott'm Forest,0,0,0,0,455,0.0,0.0,0.0,0.00,0.00,0.00,447,385,0.0,False,On a season long loan to Rio Ave,0.0,0.0,451,0.0,0.0,1130,1100,16,17,441,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.0,Jonathan Panzo
442,Ibrahim,Sangaré,MID,44,Nott'm Forest,4,0,0,1,285,0.0,0.9,7.4,0.02,0.06,0.08,271,476,0.0,False,Hamstring injury - Expected back 23 Nov,0.0,1.3,286,0.01,0.03,1130,1100,16,17,442,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.0,Ibrahim Sangaré
443,Matz,Sels,GK,45,Nott'm Forest,26,0,0,2,65,0.4,5.8,15.1,0.00,0.04,0.04,52,148,2.0,False,Knock - 75% chance of playing,75.0,3.7,200,0.0,0.01,1130,1100,16,17,443,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.143,Matz Sels
444,Harry,Toffolo,DEF,43,Nott'm Forest,1,0,0,0,329,0.0,0.2,1.9,0.02,0.01,0.03,363,445,0.0,False,,,1.0,377,0.05,0.02,1130,1100,16,17,444,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.0,Harry Toffolo
446,Hwang,Ui-jo,FWD,45,Nott'm Forest,0,0,0,0,547,0.0,0.0,0.0,0.00,0.00,0.00,539,505,0.0,False,Transferred to Alanyaspor,0.0,0.0,543,0.0,0.0,1130,1100,16,17,446,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.0,Hwang Ui-jo
447,Chris,Wood,FWD,62,Nott'm Forest,39,4,0,3,20,1.0,6.3,39.8,2.50,0.15,2.65,45,25,6.0,False,,,5.6,37,0.4,0.02,1130,1100,16,17,447,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.429,Chris Wood
448,Joe,Worrall,DEF,45,Nott'm Forest,0,0,0,0,550,0.0,0.0,0.0,0.00,0.00,0.00,542,508,0.0,False,Transferred to Burnley,0.0,0.0,546,0.0,0.0,1130,1100,16,17,448,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.0,Joe Worrall
449,Ryan,Yates,MID,49,Nott'm Forest,15,0,1,1,198,0.3,3.1,20.3,0.46,0.21,0.67,209,204,1.3,False,,100.0,2.1,149,0.09,0.04,1130,1100,16,17,449,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.093,Ryan Yates
531,James,Ward-Prowse,MID,62,Nott'm Forest,6,0,0,1,310,0.1,1.0,7.0,0.06,0.21,0.27,286,298,0.7,False,Suspended until 25 Oct,0.0,1.2,290,0.02,0.06,1130,1100,16,17,531,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.05,James Ward-Prowse
573,Nikola,Milenković,DEF,45,Nott'm Forest,22,0,1,2,66,0.6,4.9,18.0,1.12,0.09,1.21,124,113,2.7,False,,,3.7,174,0.19,0.02,1130,1100,16,17,573,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.193,Nikola Milenković
596,João Pedro,Ferreira Silva,MID,59,Nott'm Forest,8,0,1,0,290,0.3,1.4,11.9,0.20,0.33,0.53,264,186,1.7,False,,,1.3,240,0.16,0.26,1130,1100,16,17,596,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.121,João Pedro Ferreira Silva
620,Ramón,Sosa,MID,55,Nott'm Forest,8,1,0,0,138,0.4,1.5,8.9,0.65,0.07,0.72,252,140,2.3,False,,,2.7,266,1.04,0.11,1130,1100,16,17,620,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.164,Ramón Sosa
653,Felipe,Rodrigues da Silva,DEF,45,Nott'm Forest,3,0,0,0,338,0.2,0.7,2.2,0.00,0.00,0.00,308,266,0.7,False,,,1.0,367,0.0,0.0,1130,1100,16,17,653,2.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,14.0,0.05,Felipe Rodrigues da Silva
14,Aaron,Ramsdale,GK,44,Southampton,12,0,0,0,164,0.5,2.7,16.1,0.00,0.01,0.01,44,130,2.3,False,,,2.4,191,0.0,0.0,1060,1065,17,20,14,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.144,Aaron Ramsdale
27,Cameron,Archer,FWD,50,Southampton,12,1,0,0,243,0.6,2.4,17.6,2.34,0.03,2.37,242,98,3.0,False,,,1.7,179,0.76,0.01,1060,1065,17,20,27,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.188,Cameron Archer
188,Lesley,Ugochukwu,MID,45,Southampton,4,0,0,0,287,0.2,0.9,4.7,0.21,0.05,0.26,338,268,0.7,False,,,1.3,322,0.14,0.03,1060,1065,17,20,188,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.044,Lesley Ugochukwu
397,Ryan,Fraser,MID,48,Southampton,3,0,0,0,351,0.1,0.6,2.6,0.02,0.00,0.02,329,274,0.7,False,,,1.0,361,0.01,0.0,1060,1065,17,20,397,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.044,Ryan Fraser
450,Carlos,Alcaraz Durán,MID,49,Southampton,1,0,0,0,371,0.0,0.2,4.3,0.07,0.03,0.10,373,612,0.0,False,Permanent transfer to Flamengo,0.0,1.0,327,0.7,0.3,1060,1065,17,20,450,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Carlos Alcaraz Durán
451,Samuel,Amo-Ameyaw,MID,45,Southampton,1,0,0,0,342,0.0,0.2,2.5,0.02,0.13,0.15,391,547,0.0,False,,,1.0,362,0.2,1.3,1060,1065,17,20,451,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Samuel Amo-Ameyaw
452,Joe,Aribo,MID,49,Southampton,10,0,0,0,239,0.3,2.0,14.6,0.59,0.51,1.10,236,203,1.3,False,,,1.7,206,0.15,0.13,1060,1065,17,20,452,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.081,Joe Aribo
453,Adam,Armstrong,FWD,52,Southampton,6,0,0,0,305,0.1,1.2,8.7,0.78,0.15,0.93,352,285,0.7,False,,,1.2,269,0.31,0.06,1060,1065,17,20,453,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.044,Adam Armstrong
454,Gavin,Bazunu,GK,44,Southampton,0,0,0,0,534,0.0,0.0,0.0,0.00,0.00,0.00,526,490,0.0,False,Achilles injury - Expected back 15 Feb,0.0,0.0,530,0.0,0.0,1060,1065,17,20,454,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Gavin Bazunu
455,Jan,Bednarek,DEF,40,Southampton,8,0,0,0,312,0.2,2.0,22.6,0.00,0.09,0.09,23,226,1.0,False,,,1.1,124,0.0,0.01,1060,1065,17,20,455,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.062,Jan Bednarek
456,Armel,Bella-Kotchap,DEF,39,Southampton,0,0,0,0,432,0.0,0.0,0.0,0.00,0.00,0.00,424,358,0.0,False,,,0.0,428,0.0,0.0,1060,1065,17,20,456,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Armel Bella-Kotchap
457,James,Bree,DEF,40,Southampton,0,0,0,0,449,0.0,0.0,0.0,0.00,0.00,0.00,440,378,0.0,False,,,0.0,444,0.0,0.0,1060,1065,17,20,457,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,James Bree
458,Shea,Charles,MID,45,Southampton,0,0,0,0,566,0.0,0.0,0.0,0.00,0.00,0.00,558,526,0.0,False,Has joined Sheffield Wednesday on a season-long loan,0.0,0.0,562,0.0,0.0,1060,1065,17,20,458,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Shea Charles
459,Samuel,Edozie,MID,49,Southampton,1,0,0,0,424,0.0,0.2,5.1,0.00,0.15,0.15,360,608,0.0,False,Loaned to Anderlecht,0.0,0.5,316,0.0,0.21,1060,1065,17,20,459,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Samuel Edozie
460,Ronnie,Edwards,DEF,40,Southampton,0,0,0,0,483,0.0,0.0,0.0,0.00,0.00,0.00,475,415,0.0,False,,,0.0,479,0.0,0.0,1060,1065,17,20,460,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Ronnie Edwards
461,Taylor,Harwood-Bellis,DEF,40,Southampton,14,1,0,0,202,0.8,3.5,26.7,0.49,0.10,0.59,75,79,3.3,False,,,2.0,92,0.09,0.02,1060,1065,17,20,461,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.206,Taylor Harwood-Bellis
462,Kamaldeen,Sulemana,MID,50,Southampton,0,0,0,0,643,0.0,0.0,0.0,0.00,0.00,0.00,640,630,0.0,False,,100.0,0.0,643,0.0,0.0,1060,1065,17,20,462,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Kamaldeen Sulemana
463,Adam,Lallana,MID,50,Southampton,9,0,2,0,188,0.3,1.8,8.9,0.15,0.19,0.34,249,208,1.3,False,,100.0,2.2,265,0.12,0.15,1060,1065,17,20,463,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.081,Adam Lallana
464,Juan,Larios López,DEF,40,Southampton,0,0,0,0,489,0.0,0.0,0.0,0.00,0.00,0.00,481,421,0.0,False,,100.0,0.0,485,0.0,0.0,1060,1065,17,20,464,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Juan Larios López
465,Mateusz,Lis,GK,40,Southampton,0,0,0,0,453,0.0,0.0,0.0,0.00,0.00,0.00,445,383,0.0,False,Transferred to Göztepe,0.0,0.0,449,0.0,0.0,1060,1065,17,20,465,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Mateusz Lis
466,Joe,Lumley,GK,40,Southampton,0,0,0,0,445,0.0,0.0,0.0,0.00,0.00,0.00,436,374,0.0,False,,,0.0,440,0.0,0.0,1060,1065,17,20,466,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Joe Lumley
467,Ryan,Manning,DEF,43,Southampton,1,0,0,0,330,0.1,0.2,2.1,0.00,0.00,0.00,314,309,0.3,False,,,1.0,370,0.0,0.0,1060,1065,17,20,467,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.019,Ryan Manning
468,Sékou,Mara,FWD,50,Southampton,0,0,0,0,641,0.0,0.0,0.0,0.00,0.00,0.00,637,626,0.0,False,Transferred to Strasbourg,0.0,0.0,640,0.0,0.0,1060,1065,17,20,468,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Sékou Mara
469,Alex,McCarthy,GK,44,Southampton,6,0,0,0,111,0.0,1.4,5.2,0.00,0.00,0.00,230,462,0.0,False,,,3.0,314,0.0,0.0,1060,1065,17,20,469,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Alex McCarthy
470,Paul,Onuachu,FWD,49,Southampton,1,0,0,0,364,0.1,0.2,0.2,0.00,0.00,0.00,409,333,0.3,False,,,1.0,421,0.0,0.0,1060,1065,17,20,470,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.019,Paul Onuachu
471,Will,Smallbone,MID,50,Southampton,5,0,0,0,242,0.0,1.0,10.9,0.31,0.54,0.85,311,616,0.0,False,,100.0,1.7,247,0.13,0.22,1060,1065,17,20,471,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Will Smallbone
472,Jack,Stephens,DEF,40,Southampton,2,0,0,0,416,0.0,0.5,8.0,0.23,0.10,0.33,257,365,0.0,False,Suspended until 26 Oct,0.0,0.5,275,0.06,0.03,1060,1065,17,20,472,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Jack Stephens
473,Ross,Stewart,FWD,46,Southampton,3,0,0,0,404,0.2,0.7,2.1,0.17,0.02,0.19,384,270,0.7,False,Muscle injury - Unknown return date,0.0,0.8,371,0.12,0.01,1060,1065,17,20,473,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.044,Ross Stewart
474,Sugawara,Yukinari,DEF,45,Southampton,14,1,0,0,208,0.2,3.1,29.8,0.24,0.99,1.23,76,231,1.0,False,,,2.0,74,0.04,0.16,1060,1065,17,20,474,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.062,Sugawara Yukinari
475,Charlie,Taylor,DEF,40,Southampton,4,0,0,0,318,0.2,1.0,8.3,0.00,0.08,0.08,212,225,1.0,False,,,1.0,273,0.0,0.04,1060,1065,17,20,475,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.062,Charlie Taylor
476,Kyle,Walker-Peters,DEF,44,Southampton,6,0,0,0,295,0.0,1.4,16.9,0.22,0.18,0.40,187,473,0.0,False,,,1.2,185,0.04,0.04,1060,1065,17,20,476,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Kyle Walker-Peters
477,Nathan,Wood-Gordon,DEF,40,Southampton,0,0,0,0,461,0.0,0.0,0.0,0.00,0.00,0.00,454,393,0.0,False,,,0.0,458,0.0,0.0,1060,1065,17,20,477,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.0,Nathan Wood-Gordon
515,Maxwel,Cornet,MID,48,Southampton,1,0,0,0,422,0.1,0.2,2.2,0.16,0.00,0.16,353,325,0.3,False,,,0.5,368,0.2,0.0,1060,1065,17,20,515,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.019,Maxwel Cornet
518,Flynn,Downes,MID,49,Southampton,11,0,0,0,257,0.3,2.2,28.9,0.26,0.91,1.17,155,207,1.3,False,,,1.6,77,0.04,0.13,1060,1065,17,20,518,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.081,Flynn Downes
584,Ben,Brereton Díaz,MID,52,Southampton,9,0,0,0,273,0.1,1.7,15.7,0.78,0.14,0.92,324,287,0.7,False,,,1.5,194,0.18,0.03,1060,1065,17,20,584,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.044,Ben Brereton Díaz
608,Tyler,Dibling,MID,46,Southampton,18,1,0,1,149,0.9,3.9,25.4,0.88,0.58,1.46,180,52,4.3,False,Knock - 75% chance of playing,75.0,2.6,101,0.22,0.14,1060,1065,17,20,608,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.269,Tyler Dibling
623,Mateus Gonçalo,Espanha Fernandes,MID,50,Southampton,13,0,1,1,189,0.6,2.6,20.8,0.45,0.33,0.78,203,100,3.0,False,,,2.2,148,0.11,0.08,1060,1065,17,20,623,2.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,16.0,0.188,Mateus Gonçalo Espanha Fernandes
